$LOC_BLANK,$BRANCH_COUNT,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CYCLOMATIC_COMPLEXITY,$DESIGN_COMPLEXITY,$ESSENTIAL_COMPLEXITY,$LOC_EXECUTABLE,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$LOC_TOTAL,$>Defective
3.0,6.0,0.0,0.0,4.0,3.0,3.0,13.0,28.67,7.0,1404.72,0.07,45.0,0.14,78.04,200.67,14.0,31.0,11.0,11.0,13.0,F
5.0,11.0,0.0,14.0,6.0,6.0,5.0,18.0,42.78,14.62,9144.94,0.21,116.0,0.07,508.05,625.51,43.0,73.0,25.0,17.0,18.0,F
2.0,6.0,0.0,0.0,4.0,3.0,3.0,13.0,28.67,7.0,1404.72,0.07,45.0,0.14,78.04,200.67,14.0,31.0,11.0,11.0,13.0,F
0.0,6.0,0.0,0.0,4.0,3.0,1.0,13.0,21.05,11.25,2664.41,0.08,51.0,0.09,148.02,236.84,15.0,36.0,10.0,15.0,13.0,F
0.0,6.0,0.0,0.0,4.0,3.0,1.0,16.0,24.11,11.64,3264.45,0.09,59.0,0.09,181.36,280.54,16.0,43.0,11.0,16.0,16.0,F
3.0,10.0,0.0,2.0,6.0,6.0,1.0,23.0,38.97,10.97,4689.17,0.14,88.0,0.09,260.51,427.5,27.0,61.0,16.0,13.0,23.0,F
4.0,3.0,1.0,0.0,2.0,2.0,1.0,13.0,35.51,12.28,5352.73,0.15,88.0,0.08,297.37,435.97,34.0,54.0,18.0,13.0,14.0,T
11.0,40.0,9.0,12.0,22.0,19.0,15.0,105.0,75.75,43.23,141550.33,1.09,529.0,0.02,7863.91,3274.42,166.0,363.0,48.0,25.0,114.0,T
2.0,3.0,1.0,0.0,2.0,2.0,1.0,10.0,25.4,13.71,4777.91,0.12,71.0,0.07,265.44,348.39,24.0,47.0,14.0,16.0,11.0,T
10.0,13.0,2.0,6.0,8.0,6.0,5.0,41.0,99.17,12.98,16702.0,0.43,217.0,0.08,927.89,1286.97,73.0,144.0,45.0,16.0,43.0,T
18.0,30.0,2.0,7.0,17.0,14.0,8.0,88.0,66.14,38.06,95809.13,0.84,418.0,0.03,5322.73,2517.35,139.0,279.0,42.0,23.0,90.0,T
0.0,5.0,1.0,1.0,3.0,3.0,3.0,16.0,27.98,18.0,9065.86,0.17,99.0,0.06,503.66,503.66,32.0,67.0,16.0,18.0,17.0,T
12.0,15.0,1.0,7.0,9.0,7.0,5.0,52.0,99.0,17.94,31877.94,0.59,287.0,0.06,1771.0,1776.48,102.0,185.0,54.0,19.0,53.0,T
7.0,6.0,0.0,0.0,4.0,4.0,1.0,23.0,68.58,11.02,8321.46,0.25,136.0,0.09,462.3,755.42,47.0,89.0,32.0,15.0,23.0,T
15.0,27.0,4.0,6.0,15.0,15.0,7.0,66.0,73.44,25.26,46844.09,0.62,314.0,0.04,2602.45,1854.76,109.0,205.0,41.0,19.0,70.0,T
4.0,8.0,0.0,3.0,5.0,2.0,1.0,27.0,63.88,14.57,13563.07,0.31,161.0,0.07,753.5,930.8,51.0,110.0,35.0,20.0,27.0,T
7.0,27.0,1.0,4.0,14.0,12.0,6.0,42.0,35.69,27.62,27226.57,0.33,184.0,0.04,1512.59,985.79,58.0,126.0,21.0,20.0,43.0,T
10.0,22.0,0.0,3.0,12.0,10.0,7.0,45.0,69.77,26.35,48459.37,0.61,299.0,0.04,2692.19,1838.77,110.0,189.0,48.0,23.0,45.0,T
0.0,8.0,0.0,1.0,5.0,3.0,3.0,18.0,33.38,14.25,6778.53,0.16,90.0,0.07,376.58,475.69,30.0,60.0,20.0,19.0,18.0,F
1.0,3.0,0.0,1.0,2.0,2.0,1.0,9.0,25.29,11.85,3548.61,0.1,63.0,0.08,197.14,299.56,22.0,41.0,13.0,14.0,9.0,F
1.0,3.0,0.0,1.0,2.0,2.0,1.0,9.0,25.29,11.85,3548.61,0.1,63.0,0.08,197.14,299.56,22.0,41.0,13.0,14.0,9.0,F
1.0,3.0,0.0,1.0,2.0,2.0,1.0,9.0,29.06,11.2,3645.43,0.11,67.0,0.09,202.52,325.48,24.0,43.0,15.0,14.0,9.0,F
21.0,30.0,1.0,3.0,18.0,16.0,3.0,112.0,102.5,38.09,148686.82,1.3,597.0,0.03,8260.37,3903.88,219.0,378.0,69.0,24.0,113.0,T
2.0,9.0,0.0,4.0,6.0,6.0,3.0,33.0,64.58,19.75,25188.5,0.43,211.0,0.05,1399.36,1275.37,79.0,132.0,44.0,22.0,33.0,F
7.0,12.0,0.0,2.0,8.0,6.0,1.0,51.0,67.6,24.64,41048.67,0.56,282.0,0.04,2280.48,1665.74,115.0,167.0,42.0,18.0,51.0,F
2.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,31.89,8.53,2320.9,0.09,56.0,0.12,128.94,272.05,21.0,35.0,16.0,13.0,10.0,F
1.0,8.0,0.0,0.0,5.0,4.0,1.0,24.0,43.9,12.52,6882.97,0.18,104.0,0.08,382.39,549.68,36.0,68.0,23.0,16.0,24.0,F
7.0,7.0,0.0,0.0,5.0,4.0,1.0,36.0,55.99,19.75,21840.0,0.37,198.0,0.05,1213.33,1105.82,79.0,119.0,32.0,16.0,36.0,T
7.0,7.0,0.0,0.0,5.0,5.0,1.0,57.0,139.4,16.46,37755.59,0.76,357.0,0.06,2097.53,2294.18,144.0,213.0,70.0,16.0,57.0,T
9.0,11.0,0.0,9.0,8.0,5.0,1.0,79.0,123.35,19.27,45791.28,0.79,367.0,0.05,2543.96,2376.59,152.0,215.0,71.0,18.0,79.0,T
8.0,22.0,0.0,0.0,15.0,14.0,5.0,107.0,189.82,24.81,116852.98,1.57,675.0,0.04,6491.83,4709.66,263.0,412.0,106.0,20.0,107.0,T
27.0,51.0,3.0,2.0,30.0,23.0,14.0,211.0,195.9,54.54,582830.35,3.56,1413.0,0.02,32379.46,10685.45,556.0,857.0,158.0,31.0,214.0,T
3.0,5.0,0.0,0.0,3.0,3.0,1.0,13.0,23.77,15.54,5735.89,0.12,76.0,0.06,318.66,369.21,29.0,47.0,14.0,15.0,13.0,F
9.0,23.0,0.0,2.0,14.0,13.0,1.0,79.0,115.54,19.78,45226.86,0.76,367.0,0.05,2512.6,2285.98,135.0,232.0,58.0,17.0,79.0,T
0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,14.83,7.0,726.48,0.03,30.0,0.14,40.36,103.78,8.0,22.0,4.0,7.0,4.0,F
9.0,3.0,0.0,4.0,2.0,2.0,1.0,21.0,71.77,11.08,8806.58,0.27,155.0,0.09,489.25,795.04,64.0,91.0,26.0,9.0,21.0,F
9.0,7.0,0.0,4.0,4.0,4.0,4.0,37.0,69.01,16.93,19777.28,0.39,207.0,0.06,1098.74,1168.28,79.0,128.0,35.0,15.0,37.0,F
12.0,14.0,0.0,1.0,9.0,7.0,4.0,66.0,116.42,23.48,64177.21,0.91,418.0,0.04,3565.4,2733.37,161.0,257.0,72.0,21.0,66.0,F
2.0,10.0,0.0,0.0,6.0,5.0,3.0,33.0,45.02,14.88,9961.7,0.22,125.0,0.07,553.43,669.69,42.0,83.0,24.0,17.0,33.0,F
5.0,13.0,0.0,3.0,7.0,4.0,7.0,31.0,26.27,19.43,9914.72,0.17,104.0,0.05,550.82,510.32,34.0,70.0,14.0,16.0,31.0,F
0.0,7.0,0.0,0.0,4.0,2.0,3.0,14.0,31.35,9.97,3114.36,0.1,65.0,0.1,173.02,312.48,23.0,42.0,15.0,13.0,14.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,19.0,48.56,17.22,14395.0,0.28,163.0,0.06,799.72,836.07,66.0,97.0,23.0,12.0,19.0,F
0.0,7.0,0.0,0.0,4.0,2.0,3.0,14.0,31.35,9.97,3114.36,0.1,65.0,0.1,173.02,312.48,23.0,42.0,15.0,13.0,14.0,F
0.0,7.0,0.0,0.0,4.0,2.0,3.0,14.0,34.38,9.75,3268.21,0.11,69.0,0.1,181.57,335.2,24.0,45.0,16.0,13.0,14.0,F
3.0,5.0,0.0,1.0,3.0,2.0,3.0,11.0,29.72,13.6,5496.65,0.13,85.0,0.07,305.37,404.17,34.0,51.0,15.0,12.0,11.0,F
6.0,9.0,0.0,2.0,5.0,5.0,4.0,24.0,47.78,23.7,26838.69,0.38,195.0,0.04,1491.04,1132.43,79.0,116.0,35.0,21.0,24.0,F
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,15.96,9.75,1517.0,0.05,36.0,0.1,84.28,155.59,13.0,23.0,8.0,12.0,9.0,F
6.0,6.0,0.0,1.0,4.0,4.0,1.0,21.0,46.32,15.11,10577.6,0.23,129.0,0.07,587.64,699.99,51.0,78.0,27.0,16.0,21.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,36.54,9.29,3150.52,0.11,74.0,0.11,175.03,339.29,26.0,48.0,14.0,10.0,11.0,F
7.0,12.0,1.0,0.0,7.0,6.0,1.0,35.0,67.77,18.76,23842.81,0.42,217.0,0.05,1324.6,1271.18,77.0,140.0,39.0,19.0,36.0,F
24.0,45.0,1.0,8.0,25.0,23.0,8.0,117.0,142.73,32.85,154013.92,1.56,680.0,0.03,8556.33,4688.48,235.0,445.0,93.0,26.0,118.0,F
2.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,17.23,8.67,1294.27,0.05,34.0,0.12,71.9,149.34,13.0,21.0,9.0,12.0,6.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,13.38,7.33,719.39,0.03,24.0,0.14,39.97,98.1,8.0,16.0,6.0,11.0,6.0,F
2.0,12.0,0.0,1.0,7.0,6.0,3.0,21.0,28.85,17.34,8678.36,0.17,101.0,0.06,482.13,500.37,37.0,64.0,16.0,15.0,21.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,19.46,3.5,238.4,0.02,19.0,0.29,13.24,68.11,5.0,14.0,5.0,7.0,4.0,F
10.0,11.0,0.0,3.0,6.0,6.0,1.0,36.0,115.58,11.75,15944.27,0.45,223.0,0.09,885.79,1357.5,83.0,140.0,53.0,15.0,36.0,F
10.0,12.0,0.0,5.0,7.0,7.0,3.0,47.0,100.52,18.02,32631.05,0.6,289.0,0.06,1812.84,1811.1,110.0,179.0,58.0,19.0,47.0,F
0.0,7.0,0.0,0.0,4.0,2.0,3.0,16.0,23.55,8.45,1681.86,0.07,44.0,0.12,93.44,199.04,13.0,31.0,10.0,13.0,16.0,F
9.0,18.0,0.0,1.0,12.0,10.0,1.0,73.0,96.22,23.35,52445.24,0.75,373.0,0.04,2913.62,2246.34,143.0,230.0,49.0,16.0,73.0,F
0.0,5.0,0.0,3.0,3.0,3.0,1.0,16.0,25.63,16.0,6560.0,0.14,82.0,0.06,364.44,410.0,32.0,50.0,16.0,16.0,16.0,F
0.0,3.0,0.0,5.0,2.0,2.0,1.0,18.0,24.85,16.5,6765.0,0.14,82.0,0.06,375.83,410.0,33.0,49.0,16.0,16.0,18.0,F
0.0,7.0,0.0,0.0,4.0,3.0,1.0,19.0,28.87,14.62,6175.54,0.14,83.0,0.07,343.09,422.26,26.0,57.0,16.0,18.0,19.0,F
0.0,5.0,0.0,0.0,3.0,2.0,1.0,10.0,23.36,8.4,1648.21,0.07,44.0,0.12,91.57,196.21,14.0,30.0,10.0,12.0,10.0,F
0.0,3.0,0.0,0.0,2.0,1.0,1.0,9.0,14.87,8.57,1092.32,0.04,30.0,0.12,60.68,127.44,10.0,20.0,7.0,12.0,9.0,F
0.0,5.0,0.0,0.0,3.0,3.0,3.0,14.0,26.73,9.21,2266.4,0.08,53.0,0.11,125.91,246.12,17.0,36.0,12.0,13.0,14.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,19.99,5.33,568.57,0.04,28.0,0.19,31.59,106.61,8.0,20.0,6.0,8.0,4.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,20.53,8.13,1355.23,0.06,40.0,0.12,75.29,166.8,13.0,27.0,8.0,10.0,9.0,F
0.0,5.0,0.0,0.0,3.0,3.0,3.0,17.0,24.56,12.25,3685.14,0.1,64.0,0.08,204.73,300.83,21.0,43.0,12.0,14.0,17.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,35.16,8.21,2372.72,0.1,63.0,0.12,131.82,288.85,23.0,40.0,14.0,10.0,11.0,F
0.0,5.0,0.0,0.0,3.0,2.0,3.0,18.0,24.12,18.56,8310.37,0.15,88.0,0.05,461.69,447.7,33.0,55.0,16.0,18.0,18.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,16.0,27.13,15.06,6152.97,0.14,81.0,0.07,341.83,408.6,32.0,49.0,17.0,16.0,16.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,41.57,8.24,2819.37,0.11,72.0,0.12,156.63,342.35,28.0,44.0,17.0,10.0,12.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,17.88,9.33,1557.81,0.06,38.0,0.11,86.54,166.91,14.0,24.0,9.0,12.0,9.0,F
0.0,5.0,0.0,0.0,3.0,3.0,1.0,22.0,35.04,12.63,5590.85,0.15,87.0,0.08,310.6,442.61,32.0,55.0,19.0,15.0,22.0,F
2.0,3.0,0.0,6.0,2.0,2.0,1.0,18.0,39.51,10.08,4016.74,0.13,82.0,0.1,223.15,398.35,33.0,49.0,18.0,11.0,18.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,13.0,25.59,14.0,5014.84,0.12,73.0,0.07,278.6,358.2,28.0,45.0,15.0,15.0,13.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,34.43,7.86,2125.46,0.09,59.0,0.13,118.08,270.51,22.0,37.0,14.0,10.0,11.0,F
1.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,19.29,6.72,871.59,0.04,30.0,0.15,48.42,129.66,11.0,19.0,9.0,11.0,4.0,F
3.0,3.0,0.0,5.0,2.0,2.0,1.0,7.0,17.22,13.72,3243.25,0.08,53.0,0.07,180.18,236.35,19.0,34.0,9.0,13.0,7.0,F
1.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,15.86,7.2,822.39,0.04,30.0,0.14,45.69,114.22,8.0,22.0,5.0,9.0,6.0,F
13.0,7.0,0.0,5.0,4.0,4.0,1.0,37.0,89.21,24.0,51383.14,0.71,347.0,0.04,2854.62,2140.96,144.0,203.0,54.0,18.0,37.0,F
5.0,11.0,0.0,0.0,6.0,4.0,1.0,23.0,22.86,24.7,13948.3,0.19,111.0,0.04,774.91,564.71,39.0,72.0,15.0,19.0,23.0,F
1.0,5.0,0.0,0.0,3.0,3.0,3.0,9.0,27.86,8.67,2092.83,0.08,52.0,0.12,116.27,241.48,16.0,36.0,12.0,13.0,9.0,F
1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,24.71,5.63,781.73,0.05,34.0,0.18,43.43,138.97,10.0,24.0,8.0,9.0,7.0,F
1.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,16.47,13.0,2782.69,0.07,48.0,0.08,154.59,214.05,18.0,30.0,9.0,13.0,9.0,F
1.0,7.0,0.0,0.0,4.0,3.0,1.0,8.0,15.19,14.0,2976.5,0.07,47.0,0.07,165.36,212.61,18.0,29.0,9.0,14.0,8.0,F
1.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,15.23,10.5,1679.07,0.05,37.0,0.1,93.28,159.91,14.0,23.0,8.0,12.0,8.0,F
2.0,3.0,0.0,0.0,2.0,1.0,1.0,9.0,42.03,6.19,1609.1,0.09,56.0,0.16,89.39,260.06,22.0,34.0,16.0,9.0,9.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,31.49,14.0,6172.93,0.15,89.0,0.07,342.94,440.92,34.0,55.0,17.0,14.0,12.0,F
3.0,3.0,0.0,5.0,2.0,2.0,1.0,7.0,20.1,11.7,2752.14,0.08,52.0,0.09,152.9,235.23,18.0,34.0,10.0,13.0,7.0,F
18.0,13.0,0.0,10.0,7.0,7.0,1.0,57.0,88.41,27.8,68305.52,0.82,397.0,0.04,3794.75,2457.36,158.0,239.0,54.0,19.0,57.0,F
4.0,11.0,0.0,15.0,6.0,4.0,1.0,25.0,24.1,24.7,14702.26,0.2,117.0,0.04,816.79,595.23,39.0,78.0,15.0,19.0,25.0,F
2.0,7.0,0.0,0.0,4.0,4.0,3.0,22.0,28.83,15.47,6896.24,0.15,90.0,0.06,383.12,445.88,29.0,61.0,15.0,16.0,22.0,F
1.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,17.15,13.0,2898.63,0.07,50.0,0.08,161.04,222.97,18.0,32.0,9.0,13.0,9.0,F
1.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,15.23,10.5,1679.07,0.05,37.0,0.1,93.28,159.91,14.0,23.0,8.0,12.0,8.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,33.66,13.22,5883.89,0.15,89.0,0.08,326.88,445.0,34.0,55.0,18.0,14.0,12.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,18.99,5.14,502.31,0.03,25.0,0.19,27.91,97.67,9.0,16.0,7.0,8.0,4.0,F
5.0,11.0,0.0,1.0,6.0,6.0,5.0,20.0,46.13,20.69,19748.29,0.32,170.0,0.05,1097.13,954.5,60.0,110.0,29.0,20.0,20.0,F
6.0,13.0,0.0,4.0,7.0,7.0,3.0,23.0,50.81,21.22,22872.08,0.36,192.0,0.05,1270.67,1078.02,67.0,125.0,30.0,19.0,23.0,F
2.0,12.0,0.0,1.0,7.0,6.0,3.0,21.0,28.85,17.34,8678.36,0.17,101.0,0.06,482.13,500.37,37.0,64.0,16.0,15.0,21.0,F
10.0,14.0,0.0,3.0,8.0,8.0,5.0,50.0,75.66,19.93,30048.37,0.5,246.0,0.05,1669.35,1507.8,93.0,153.0,49.0,21.0,50.0,F
0.0,7.0,0.0,0.0,4.0,2.0,3.0,16.0,23.55,8.45,1681.86,0.07,44.0,0.12,93.44,199.04,13.0,31.0,10.0,13.0,16.0,F
13.0,12.0,0.0,4.0,8.0,8.0,1.0,54.0,90.48,17.04,26283.38,0.51,259.0,0.06,1460.19,1542.14,98.0,161.0,46.0,16.0,54.0,F
4.0,10.0,0.0,1.0,6.0,6.0,4.0,27.0,61.09,13.24,10710.87,0.27,152.0,0.08,595.05,808.93,55.0,97.0,27.0,13.0,27.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,28.73,7.92,1800.5,0.08,51.0,0.13,100.03,227.43,19.0,32.0,12.0,10.0,8.0,F
5.0,23.0,0.0,0.0,12.0,10.0,7.0,28.0,47.44,22.67,24374.21,0.36,186.0,0.04,1354.12,1075.33,68.0,118.0,33.0,22.0,28.0,F
6.0,18.0,0.0,1.0,10.0,9.0,1.0,67.0,65.16,27.99,51033.62,0.61,314.0,0.04,2835.2,1823.51,109.0,205.0,37.0,19.0,67.0,F
4.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,31.14,17.14,9151.3,0.18,101.0,0.06,508.41,533.83,40.0,61.0,21.0,18.0,15.0,F
5.0,21.0,0.0,3.0,11.0,10.0,1.0,41.0,58.14,23.94,33320.87,0.46,243.0,0.04,1851.16,1391.88,79.0,164.0,33.0,20.0,41.0,F
3.0,9.0,0.0,0.0,5.0,5.0,1.0,15.0,42.6,12.5,6656.28,0.18,103.0,0.08,369.79,532.5,35.0,68.0,21.0,15.0,15.0,F
1.0,9.0,0.0,1.0,6.0,4.0,1.0,28.0,52.27,12.46,8112.64,0.22,125.0,0.08,450.7,651.18,46.0,79.0,24.0,13.0,28.0,F
9.0,34.0,1.0,27.0,18.0,15.0,10.0,81.0,93.63,43.69,178710.34,1.36,608.0,0.02,9928.35,4090.58,232.0,376.0,77.0,29.0,82.0,F
0.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,28.73,7.92,1800.5,0.08,51.0,0.13,100.03,227.43,19.0,32.0,12.0,10.0,8.0,F
